Sentences,Logic-words
Adelaide: But you are overlooking the fact that the computer in the case you cite was simply an extension of the people who programmed it.,['but']
"Arnold: I was recently denied a seat on an airline flight for which I had a confirmed reservation, because the airline had overbooked the flight.",['because']
"Since I was forced to fly on the next available flight, which did not depart until two hours later, I missed an important business meeting.","['until', 'since', 'later', 'next']"
"Even though the flight on which I had a reservation was canceled at the last minute due to bad weather, the airline should still pay me compensation for denying me a seat on the flight.","['though', 'still']"
"Even if you had not been denied a seat on the earlier flight, you would have missed your business meeting anyway.",['earlier']
"The disease can easily be prevented through vaccination, regulation of barbershop and manicure practices, and health education.",['and']
"Yet, the incidence of this disease continues to rise in China, while it remains stable or is falling in China's neighboring countries.","['yet', 'while', 'or']"
"Since children are significantly more likely than adults to contract and spread influenza, making the new vaccine widely available for children will greatly reduce the spread of influenza across the population.","['and', 'since']"
"The existing works of ancient literature, science, and philosophy do not represent the most original work produced in ancient times.",['and']
"Ethicist: Every moral action is the keeping of an agreement, and keeping an agreement is nothing more than an act of securing mutual benefit.",['and']
"Clearly, however, not all instances of agreement,keeping are moral actions.",['however']
The supernova event of 1987 is interesting in that there is still no evidence of the neutron star that current theory says should have remained after a supernova of that size.,"['still', 'after']"
