Sentences,Logic-words
Swiss cement firm in buying spree  Swiss cement firm Holcim has bid $800m  to buy two Indian cement firms and a holding company in the country.,['and']
"It plans to buy Associated Cement Companies , Ambuja Cement Eastern and the holding firm, Ambuja Cement India Ltd, a Holcim statement said.",['and']
"Shares in ACC fell 5.5% as investors, who thought the offer was underpriced, decided to sell.",['as']
"Meanwhile, UK,based firm Aggregate Industries said it had agreed a £1.8bn takeover by Holcim.",['meanwhile']
"The deal with Aggregates will give Holcim, the worlds second,biggest cement maker, an entry into the UK market and boost its presence in the US.",['and']
"Peter Tom, who will remain as Aggregate chief executive, said the 138p a share offer provided significant value for shareholders.",['as']
"The Markfield, Leicestershire,based company runs 142 quarries in the UK and the US.",['and']
"It also has 164 ready,mixed concrete plants, 90 asphalt plants and 32 pre,cast concrete factories.","['and', 'also']"
"ACC is Indias second,largest cement maker with an annual capacity of 18.2 million tonnes and a market share of 13%.",['and']
"If they want a substantial chunk, then they should be paying a premium over the market price.","['then', 'if,then']"
"The move follows a decision earlier this month by Anil , the younger brother of Reliance Group president Mukesh Ambani , to resign from his post.",['earlier']
"His resignation was not accepted by his brother, who is also the boss of IPCL.",['also']
It is understood that the board also considered Anils resignation and asked him to reconsider his decision.,"['and', 'also']"
"However, Anils demand that Anand Jain , another IPCL board member accused by Anil of creating a rift in the Ambani family , be thrown out, was not met.",['however']
"Anil has accused Anand Jain, a confidant of his brother Mukesh, of playing a negative role in the Ambani family, and being responsible for the trouble between the brothers.",['and']
"Reliance Group acquired the governments 26% stake in IPCL , Indias second,largest petrochemicals company , in 2002, as part of the privatisation drive.",['as']
"Meanwhile, the groups flagship company, Reliance Industries, has its board meeting on Friday to consider its financial results.",['meanwhile']
"Mukesh is the companys chairman and Anil its deputy, and it is expected that both brothers will come face to face in the meeting.",['and']
"World leaders gather to face uncertainty  More than 2,000 business and political leaders from around the globe are arriving in the Swiss mountain resort Davos for the annual World Economic Forum .",['and']
"For five days, they will discuss issues ranging from Chinas economic power to Iraqs future after this Sundays elections.",['after']
UK Prime Minister Tony Blair and South African President Thabo Mbeki are among the more than 20 government leaders and heads of state leaders attending the meeting.,['and']
"The organisers of the Brazilian gathering, which brings together thousands of campaigners against globalisation, for fair trade, and many other causes, have promised to set an alternative agenda to that of the Swiss summit.",['and']
"However, many of the issues discussed in Porto Alegre are Davos talking points as well.","['however', 'as', 'as well']"
"The snow is piled high across the mountain village, and at night the wind chill takes temperatures down to minus 20C and less.",['and']
"Ultimately, the forum will be dominated by business issues , from outsourcing to corporate leadership , with bosses of more than a fifth of the worlds 500 largest companies scheduled to attend.",['ultimately']
"But much of the media focus will be on the political leaders coming to Davos, not least because the agenda of this years forum seems to lack an overarching theme.","['but', 'because']"
"One thing seems sure, though: transatlantic disagreements over how to deal with Iran, Iraq and China are set to dominate discussions.",['and']
"The US government may still make a conciliatory gesture, just as happened a year ago when Vice President Dick Cheney made a surprise appearance in Davos.","['as', 'still', 'when']"
"Ukraines new president, Viktor Yushchenko, is to speak, just days after his inauguration, an event that crowned the civil protests against the rigged first election that had tried to keep him from power.",['after']
"The European Unions top leaders, among them German Chancellor Gerhard Schroeder and European Commission President Manuel Barosso, will be here too.",['and']
