,sentence1,sentence2,label
9572,"If Bob is slow, then the wolf is not beautiful.","If it is not slow, then it will be not Bob.",1
9573,"If Bob is slow, then the wolf is not beautiful.","If it is slow, then it will be Bob. ",0
9574,"If Bob is not slow, then Gary is not dull.","If it is slow, then it will be not Bob.",1
9575,"If Bob is not slow, then Gary is not dull.","If it is Bob, then it will be slow. ",0
9576,"If Bob is sleepy, then Anne is small.","If it is not sleepy, then it will be not Bob.",1
9577,"If Bob is sleepy, then Anne is small.","If it is sleepy, then it will be Bob. ",0
9578,"If Bob is not sleepy, then the bear is not tired.","If it is sleepy, then it will be not Bob.",1
9579,"If Bob is not sleepy, then the bear is not tired.","If it is Bob, then it will be sleepy. ",0
9580,"If Bob is boring, then Dave is not bad.","If it is not boring, then it will be not Bob.",1
9581,"If Bob is boring, then Dave is not bad.",,0
9582,"If Bob is not boring, then the lion is not angry.","If it is boring, then it will be not Bob.",1
9583,"If Bob is not boring, then the lion is not angry.","If it is not boring, then it will be Bob. ",0
9584,"If Bob is tired, then the squirrel is not heavy.","If it is not tired, then it will be not Bob.",1
9585,"If Bob is tired, then the squirrel is not heavy.","If it is not Bob, then it will be tired. ",0
9586,"If Bob is not tired, then Anne is little.","If it is tired, then it will be not Bob.",1
9587,"If Bob is not tired, then Anne is little.","If it is not tired, then it will be Bob. ",0
9588,"If Bob is reckless, then the snake is not high.","If it is not reckless, then it will be not Bob.",1
9589,"If Bob is reckless, then the snake is not high.","If it is reckless, then it will be Bob. ",0
9590,"If Bob is not reckless, then Anne is awful.","If it is reckless, then it will be not Bob.",1
9591,"If Bob is not reckless, then Anne is awful.",,0
9592,"If Bob is furry, then Alan is clever.","If it is not furry, then it will be not Bob.",1
9593,"If Bob is furry, then Alan is clever.","If it is furry, then it will be Bob. ",0
9594,"If Bob is not furry, then Dave is kind.","If it is furry, then it will be not Bob.",1
9595,"If Bob is not furry, then Dave is kind.",,0
9596,"If Bob is small, then Charlie is beautiful.","If it is not small, then it will be not Bob.",1
9597,"If Bob is small, then Charlie is beautiful.",,0
9598,"If Bob is not small, then the snake is not thin.","If it is small, then it will be not Bob.",1
9599,"If Bob is not small, then the snake is not thin.","If it is not Bob, then it will be not small. ",0
9600,"If Bob is cute, then the rabbit is not smart.","If it is not cute, then it will be not Bob.",1
9601,"If Bob is cute, then the rabbit is not smart.","If it is cute, then it will be Bob. ",0
9602,"If Bob is not cute, then the tiger is not thin.","If it is cute, then it will be not Bob.",1
9603,"If Bob is not cute, then the tiger is not thin.","If it is not cute, then it will be Bob. ",0
9604,"If Bob is not lovely, then Anne is funny.","If it is lovely, then it will be not Bob.",1
9605,"If Bob is not lovely, then Anne is funny.","If it is not lovely, then it will be Bob. ",0
9606,"If Bob is beautiful, then the bald eagle is tiny.","If it is not beautiful, then it will be not Bob.",1
9607,"If Bob is beautiful, then the bald eagle is tiny.","If it is beautiful, then it will be Bob. ",0
9608,"If Bob is not beautiful, then Dave is not strong.","If it is beautiful, then it will be not Bob.",1
9609,"If Bob is not beautiful, then Dave is not strong.","If it is not Bob, then it will be not beautiful. ",0
9610,"If Bob is funny, then Gary is not awful.","If it is not funny, then it will be not Bob.",1
9611,"If Bob is funny, then Gary is not awful.",,0
9612,"If Bob is not funny, then the leopard is not fierce.","If it is funny, then it will be not Bob.",1
9613,"If Bob is not funny, then the leopard is not fierce.","If it is Bob, then it will be funny. ",0
9614,"If Bob is big, then Erin is funny.","If it is not big, then it will be not Bob.",1
9615,"If Bob is big, then Erin is funny.","If it is not Bob, then it will be big. ",0
9616,"If Bob is not big, then Dave is dull.","If it is big, then it will be not Bob.",1
9617,"If Bob is not big, then Dave is dull.",,0
9618,"If Bob is strong, then the tiger is sad.","If it is not strong, then it will be not Bob.",1
9619,"If Bob is strong, then the tiger is sad.","If it is not Bob, then it will be strong. ",0
9620,"If Bob is not strong, then the leopard is lazy.","If it is strong, then it will be not Bob.",1
9621,"If Bob is not strong, then the leopard is lazy.","If it is Bob, then it will be strong. ",0
9622,"If Bob is not awful, then the bear is not smart.","If it is awful, then it will be not Bob.",1
9623,"If Bob is not awful, then the bear is not smart.",,0
9624,"If Bob is fierce, then the dinosaur is not kind.","If it is not fierce, then it will be not Bob.",1
9625,"If Bob is fierce, then the dinosaur is not kind.","If it is not Bob, then it will be fierce. ",0
9626,"If Bob is not fierce, then Alan is tiny.","If it is fierce, then it will be not Bob.",1
9627,"If Bob is not fierce, then Alan is tiny.",,0
9628,"If Bob is heavy, then Bob is not bad.","If it is not heavy, then it will be not Bob.",1
9629,"If Bob is heavy, then Bob is not bad.","If it is not Bob, then it will be heavy. ",0
9630,"If Bob is not heavy, then Anne is sleepy.","If it is heavy, then it will be not Bob.",1
9631,"If Bob is not heavy, then Anne is sleepy.","If it is not Bob, then it will be not heavy. ",0
9632,"If Bob is horrible, then Gary is not wealthy.","If it is not horrible, then it will be not Bob.",1
9633,"If Bob is horrible, then Gary is not wealthy.",,0
9634,"If Bob is powerful, then the bald eagle is reckless.","If it is not powerful, then it will be not Bob.",1
9635,"If Bob is powerful, then the bald eagle is reckless.","If it is Bob, then it will be not powerful. ",0
9636,"If Bob is not powerful, then the mouse is tiny.","If it is powerful, then it will be not Bob.",1
9637,"If Bob is not powerful, then the mouse is tiny.","If it is not powerful, then it will be Bob. ",0
9638,"If Bob is angry, then the wolf is round.","If it is not angry, then it will be not Bob.",1
9639,"If Bob is angry, then the wolf is round.","If it is angry, then it will be Bob. ",0
9640,"If Bob is not angry, then Dave is not huge.","If it is angry, then it will be not Bob.",1
9641,"If Bob is not angry, then Dave is not huge.",,0
9642,"If Bob is high, then Erin is not cute.","If it is not high, then it will be not Bob.",1
9643,"If Bob is high, then Erin is not cute.",,0
9644,"If Bob is not high, then Charlie is not reckless.","If it is high, then it will be not Bob.",1
9645,"If Bob is not high, then Charlie is not reckless.",,0
9646,"If Bob is huge, then the leopard is not wealthy.","If it is not huge, then it will be not Bob.",1
9647,"If Bob is huge, then the leopard is not wealthy.","If it is not Bob, then it will be huge. ",0
9648,"If Bob is not huge, then the cat is angry.","If it is huge, then it will be not Bob.",1
9649,"If Bob is not huge, then the cat is angry.",,0
9650,"If Bob is short, then the bear is boring.","If it is not short, then it will be not Bob.",1
9651,"If Bob is short, then the bear is boring.","If it is short, then it will be Bob. ",0
9652,"If Bob is not short, then the rabbit is not lovely.","If it is short, then it will be not Bob.",1
9653,"If Bob is not short, then the rabbit is not lovely.","If it is not short, then it will be Bob. ",0
9654,"If Bob is thin, then the leopard is dull.","If it is not thin, then it will be not Bob.",1
9655,"If Bob is thin, then the leopard is dull.","If it is thin, then it will be Bob. ",0
9656,"If Bob is not thin, then Fiona is not sad.","If it is thin, then it will be not Bob.",1
9657,"If Bob is not thin, then Fiona is not sad.","If it is not thin, then it will be Bob. ",0
9658,"If Bob is little, then the squirrel is not quiet.","If it is, then it will be not Bob.",1
9659,"If Bob is little, then the squirrel is not quiet.","If it is not , then it will be Bob. ",0
9660,"If Bob is not little, then Charlie is tired.","If it is little, then it will be not Bob.",1
9661,"If Bob is not little, then Charlie is tired.","If it is Bob, then it will be little. ",0
9662,"If Bob is tiny, then Gary is not short.","If it is not tiny, then it will be not Bob.",1
9663,"If Bob is tiny, then Gary is not short.","If it is Bob, then it will be not tiny. ",0
9664,"If Bob is not tiny, then Dave is horrible.","If it is tiny, then it will be not Bob.",1
9665,"If Bob is not tiny, then Dave is horrible.",,0
9666,"If Bob is wealthy, then Fiona is tired.","If it is not wealthy, then it will be not Bob.",1
9667,"If Bob is wealthy, then Fiona is tired.","If it is not Bob, then it will be wealthy. ",0
9668,"If Bob is not wealthy, then the mouse is not rough.","If it is wealthy, then it will be not Bob.",1
9669,"If Bob is not wealthy, then the mouse is not rough.","If it is not wealthy, then it will be Bob. ",0
9670,"If Bob is poor, then the crocodile is not beautiful.","If it is not poor, then it will be not Bob.",1
9671,"If Bob is poor, then the crocodile is not beautiful.","If it is Bob, then it will be not poor. ",0
9672,"If Bob is not poor, then the mouse is not boring.","If it is poor, then it will be not Bob.",1
9673,"If Bob is not poor, then the mouse is not boring.","If it is not poor, then it will be Bob. ",0
9674,"If Bob is dull, then the squirrel is not big.","If it is not dull, then it will be not Bob.",1
9675,"If Bob is dull, then the squirrel is not big.","If it is dull, then it will be Bob. ",0
9676,"If Bob is not dull, then Charlie is not thin.","If it is dull, then it will be not Bob.",1
9677,"If Bob is not dull, then Charlie is not thin.","If it is not Bob, then it will be not dull. ",0
9678,"If Bob is rough, then the lion is not furry.","If it is not rough, then it will be not Bob.",1
9679,"If Bob is rough, then the lion is not furry.","If it is not Bob, then it will be rough. ",0
9680,"If Bob is not rough, then Alan is little.","If it is rough, then it will be not Bob.",1
9681,"If Bob is not rough, then Alan is little.","If it is Bob, then it will be rough. ",0
9682,"If Bob is bad, then the lion is strong.","If it is not bad, then it will be not Bob.",1
9683,"If Bob is bad, then the lion is strong.","If it is bad, then it will be Bob. ",0
9684,"If Bob is not bad, then the rabbit is tired.","If it is bad, then it will be not Bob.",1
9685,"If Bob is not bad, then the rabbit is tired.","If it is Bob, then it will be bad. ",0
9686,"If Bob is sad, then the rabbit is small.","If it is not sad, then it will be not Bob.",1
9687,"If Bob is sad, then the rabbit is small.",,0
9688,"If Bob is not sad, then Alan is bad.","If it is sad, then it will be not Bob.",1
9689,"If Bob is not sad, then Alan is bad.","If it is not sad, then it will be Bob. ",0
9690,"If Charlie is kind, then the cat is not lazy.","If it is not kind, then it will be not Charlie.",1
9691,"If Charlie is kind, then the cat is not lazy.",,0
9692,"If Charlie is not kind, then Anne is not dull.","If it is kind, then it will be not Charlie.",1
9693,"If Charlie is not kind, then Anne is not dull.",,0
9694,"If Charlie is quiet, then Erin is reckless.","If it is not quiet, then it will be not Charlie.",1
9695,"If Charlie is quiet, then Erin is reckless.","If it is quiet, then it will be Charlie. ",0
9696,"If Charlie is not quiet, then the tiger is dull.","If it is quiet, then it will be not Charlie.",1
9697,"If Charlie is not quiet, then the tiger is dull.",,0
9698,"If Charlie is round, then the bear is not thin.","If it is not round, then it will be not Charlie.",1
9699,"If Charlie is round, then the bear is not thin.",,0
9700,"If Charlie is not round, then the lion is not wealthy.","If it is round, then it will be not Charlie.",1
9701,"If Charlie is not round, then the lion is not wealthy.","If it is not round, then it will be Charlie. ",0
9702,"If Charlie is nice, then the leopard is not awful.","If it is not nice, then it will be not Charlie.",1
