sentence1,sentence2,label
"If Dave is lovely, then Charlie is lovely.",Charlie would be lovely without Dave.,0
the bear is not big and the dog is not rough.,The bear isn't big and the dog is rough.,0
"If Alan is sleepy, then the cat is rough.",Alan isn't sleepy if the cat isn't rough.,1
"If Fiona is beautiful, then Bob is beautiful.","Fiona isn't beautiful, nor is Bob.",1
Bob is round and Alan is quiet.,Bob was round and Alan was quiet.,0
Erin is not little or Alan is not cute.,Erin is little or Alan isn't cute.,0
"If the snake is bad, then the snake is powerful.",It's not bad or powerful as a snake.,1
the dog is not little and the dog is not nice.,The dog isn't little and nice.,0
"If Alan is poor, then the leopard is not cute.","If Alan wasn't poor, the leopard wouldn't be cute.",0
the leopard is poor or Dave is bad.,"If the leopard wasn't poor, Dave would be bad.",1
the dinosaur is not quiet or Harry is not slow.,The dinosaurs were quiet or Harry wasn't slow.,0
"If the snake is not big, then Anne is not bad.",The snake isn't big or bad for Anne.,0
the squirrel is tired and the wolf is not boring.,"The wolves aren't boring, the squirrels are tired.",1
"If the dog is smart, then the cat is kind.",The cat is kind if the dog isn't smart.,0
"If Bob is smart, then Dave is not round.",Bob is smart or Dave is round.,0
"If Charlie is smart, then the dog is not awful.","If Charlie wasn't smart, the dog wouldn't be awful.",0
"If the leopard is big, then Fiona is not beautiful.",The leopard isn't big or Fiona isn't beautiful.,1
Anne is sleepy and the lion is cute.,Anne is sleepy and the lion isn't cute.,0
"If the rabbit is furry, then Charlie is dull.",Charlie would be dull without a furry rabbit.,0
"If the dog is not reckless, then Harry is not beautiful.",The dog isn't reckless or Harry isn't beautiful.,0
"If Bob is high, then the dog is not furry.","If the dog was furry, Bob wouldn't be high.",1
Gary is not dull and the mouse is not bad.,"The mouse isn't bad, Gary isn't dull.",1
the bear is not poor or the rabbit is not dull.,"If bears are poor, rabbits won't be dull.",1
"If Anne is not short, then Bob is not little.",Anne is short or Bob is little.,1
"If Charlie is not tiny, then the snake is poor.","If Charlie were tiny, the snake would be poor.",0
Fiona is not rough and the rabbit is not big.,The rabbit isn't big and Fiona isn't rough.,1
"If the snake is beautiful, then Gary is lovely.",Gary would be lovely without a snake being beautiful.,0
"If Charlie is not angry, then the tiger is huge.",Angry at Charlie or huge at Tiger.,1
the wolf is big. or the bald eagle is not beautiful,Wolf big or bald eagle beautiful,0
"If the bald eagle is nice, then Erin is huge.",bald eagles are nice or Erin is huge.,0
"If the lion is not sleepy, then Dave is kind.",If the lion was sleepy Dave would be kind.,0
the snake is not tired and Fiona is not heavy.,"The snake isn't tired, Fiona is heavy.",0
"If the bald eagle is not bad, then the lion is round.",Bald Eagles not bad rooted or Lions round.,0
"If the wolf is quiet, then the dinosaur is high.","If the wolves were quiet, the dinosaurs would be high.",0
"If the mouse is not kind, then the snake is clever.",The mouse is not kind or the snake is clever.,0
the bald eagle is reckless. or Gary is not kind,"If the bald eagle wasn't reckless, Gary wouldn't have been kind.",1
Fiona is not wealthy and Erin is dull.,"Fiona isn't wealthy, and Erin isn't dull.",0
Harry is not reckless and the dog is not poor.,"Harry wasn't reckless, and the dog was poor.",0
Anne is not thin and Fiona is not powerful.,"Anne isn't thin, Fiona is powerful.",0
"If the bald eagle is not powerful, then the bald eagle is heavy.","If the bald eagle wasn't heavy, he'd be powerful.",1
"If the mouse is not fierce, then Dave is sad.","The mouse isn't fierce or sad, Dave.",0
"If Alan is tiny, then Anne is rough.",Alan isn't tiny if Anne isn't rough.,1
the bear is clever or the crocodile is short.,"If bears aren't clever, the crocodiles will be short.",1
"If Erin is not thin, then the snake is not kind.",Erin is thin or the snake is unkind.,1
"If the dinosaur is heavy, then the tiger is short.",The dinosaurs are heavy or short-lived.,0
the crocodile is beautiful.,The crocodile is ugly.,0
Charlie is rough and the dinosaur is not lovely.,"Charlie is rough, the dinosaur is lovely.",0
the lion is high or the lion is not dull.,"If the lion wasn't high, it wouldn't have been dull.",1
"If Bob is not bad, then Dave is small.",Bad for Bob or Dave isn't small.,0
Erin is not dull or Anne is not short.,Anne wouldn't be short if Erin wasn't dull.,1
Harry is beautiful or the leopard is heavy.,"If Harry wasn't beautiful, the leopard would be heavy.",1
Charlie is not tired or the leopard is not kind.,Charlie is tired or the leopard is unkind.,0
"If the squirrel is not smart, then the mouse is little.",The squirrel isn't smart or the mouse is little.,0
"If the mouse is round, then the snake is not nice.",The mouse isn't round or the snake isn't nice.,1
"If Erin is not lovely, then the dinosaur is clever.",Erin isn't lovely or the dinosaur is clever.,0
Erin is furry or the wolf is not cute.,"If Erin wasn't furry, the wolf wouldn't be cute.",1
the tiger is high and the leopard is rough.,The leopard is rough and the tiger high.,1
"If the snake is short, then the mouse is not high.",The snake is not short or the mouse high.,0
"If Bob is beautiful, then Fiona is high.","Without Fiona high, Bob wouldn't be beautiful.",1
Erin is not sad and Alan is awful.,"Erin isn't sad, Alan isn't awful.",0
the crocodile is tired. or Erin is not cute,Crocodiles get tired or Erin is cute.,0
"If the crocodile is huge, then Erin is quiet.","If the crocodile wasn't huge, Erin would have been quiet.",0
"If the wolf is not horrible, then the tiger is not strong.",Wolfes are horrible when tigers are strong.,1
"If the wolf is not powerful, then the dinosaur is not round.",Wolf's power or dinosaur's not round.,1
Charlie is fierce and the bald eagle is lazy.,The bald eagle is lazy and Charlie is fierce.,1
"If the rabbit is beautiful, then the bald eagle is awful.","The roots are beautiful, or awful, the bald eagle.",0
"If the dog is not nice, then the crocodile is not small.",Crocodiles aren't small if the dog is nice.,0
the mouse is poor and the crocodile is wealthy.,"Crocodiles are wealthy, mice are poor.",1
"If Fiona is not strong, then the squirrel is heavy.","If Fiona was strong, the squirrel would be heavy.",0
the bear is not smart and the squirrel is not tiny.,"The squirrel isn't tiny, and bears aren't smart.",1
Charlie is not dull and the bald eagle is kind.,Charlie isn't dull and the bald eagle isn't kind.,0
"If Bob is not beautiful, then the leopard is not strong.","If the leopard is strong, Bob would be beautiful.",1
Erin is furry. or the dog is not small,Erin is furry or a small dog.,0
"If Alan is furry, then the tiger is kind.",Alan is not furry if the Tiger isn't kind.,1
Anne is not tiny or the wolf is not small.,Anne is tiny or a small wolf.,0
"If Harry is sleepy, then the bald eagle is awful.",Harry isn't sleepy unless the bald eagle is awful.,1
"If Charlie is not big, then the crocodile is not round.","If Charlie was big, the crocodiles wouldn't be round.",0
"If the cat is not lovely, then the bear is beautiful.","The cat is lovely, or the bear beautiful.",1
the bear is little. or the lion is not dull,"If bears aren't little, the lions won't dull.",1
"If the dinosaur is not lovely, then the tiger is smart.",The dinosaurs aren't lovely or the tigers smart.,0
the crocodile is cute. or the dog is not funny,Crocodiles are cute or funny dogs.,0
Gary is fierce and the dinosaur is bad.,"Bad dinosaurs, Gary is fierce.",1
"If the lion is not tiny, then the squirrel is not rough.","If the lion is tiny, the squirrels won't be rough.",0
"If the snake is not kind, then Anne is not nice.",a snake is kind or Anne isn't nice.,1
Erin is sleepy or Alan is not nice.,Erin is sleepy or Alan is nice.,0
the leopard is not short and Dave is not wealthy.,Dave isn't wealthy and the leopard isn't short.,1
Gary is nice or the leopard is thin.,Gary is nice or the leopard isn't thin.,0
"If the tiger is not tired, then the mouse is horrible.",The mouse is horrible when the Tiger tire.,0
"If the crocodile is not tiny, then the bear is boring.",The crocodile is tiny if the bear isn't bored.,1
Erin is not tired or Alan is not dull.,Alan won't be dull if Erin gets tired.,1
the rabbit is not tired and the dinosaur is not smart.,Bunny isn't tired and dinosaurs are smart.,0
"If the tiger is not cute, then the tiger is not dull.",Tigers are cute or dull.,1
the lion is heavy. or the snake is not sleepy,Lion heavy or snake sleepy,0
the wolf is not dull and the lion is tiny.,The wolves are dull and the lions are tiny.,0
"If the leopard is not wealthy, then Fiona is not dull.","If Fiona is dull, the leopard will be wealthy.",1
Anne is not dull or Alan is not strong.,Anne is dull or Alan is weak.,0
"If the wolf is high, then Gary is rough.",Gary would be rough without a wolf high.,0
the lion is strong or Charlie is round.,The Lion is not strong or round Charlie.,0
the crocodile is not poor and the rabbit is not dull.,The rabbit is dull and the crocodile is poor.,1
the dinosaur is not fierce or the wolf is not nice.,"If dinosaurs are fierce, the wolves won't be nice.",1
"If the bear is not dull, then the lion is awful.",The bear isn't dull or the lion is awful.,0
"If Anne is not heavy, then the crocodile is strong.","If Anne was heavy, the crocodile would be strong.",0
"If Dave is not dull, then the crocodile is not high.",Dave would be dull if the crocodiles were high.,1
Bob is huge and the dinosaur is not smart.,"The dinosaurs weren't smart, and Bob was huge.",1
Harry is tired. or the tiger is not dull,Tigers aren't dull if Harry isn't tired.,1
Fiona is round and the squirrel is not fierce.,"The squirrels were not fierce, Fiona was round.",1
"If the mouse is not dull, then the squirrel is not heavy.",Mouse dull or squirrel heavy.,0
"If the leopard is beautiful, then the tiger is tired.",The leopard is beautiful or the tiger tire of it then.,0
the dog is boring. or Erin is not kind,The dog is bored or kind Erin.,0
the lion is not cute and the leopard is powerful.,"The lion isn't cute, and the leopard isn't powerful.",0
the leopard is not dull or the leopard is not heavy.,"If the leopard is dull, it isn't heavy.",1
"If Harry is rough, then the squirrel is huge.",Harry's rough or the squirrel huge.,0
"If Charlie is slow, then the cat is wealthy.",Charlie isn't slow or the cat isn't wealthy.,0
the cat is lovely and the cat is small.,"The cat is lovely, not small.",0
"If Anne is not lazy, then the bald eagle is smart.",Whether Anne is lazy or a smart bald eagle.,1
"If the squirrel is not thin, then the lion is rough.",Lions are rough when squirrels are thin.,0
"If Harry is not dull, then Charlie is not big.","If Harry is dull, Charlie isn't big.",0
the wolf is not powerful or Erin is not short.,Wolf powerful or Erin not short,0
"If the squirrel is slow, then the lion is strong.","If the lion is weak, the squirrel won't be slow.",1
"If the leopard is not rough, then the lion is not nice.",Lions aren't nice when leopards are rough.,0
"If Gary is thin, then Gary is awful.",Gary is awful if he isn't thin.,0
Erin is not awful and the dinosaur is not dull.,"The dinosaurs aren't dull, and Erin isn't awful.",1
"If the tiger is kind, then Harry is awful.","If Harry wasn't awful, the Tiger wouldn't be kind.",1
the wolf is reckless and Dave is angry.,The Wolf was reckless and Dave was not angry.,0
the crocodile is lazy and the dog is not wealthy.,"The dog is not wealthy, the crocodile is lazy.",1
"If the bear is not funny, then Fiona is cute.","If the bear was funny, Fiona would be cute.",0
the dog is not horrible and the snake is slow.,The dog isn't horrible and the snake isn't slow.,0
the dinosaur is round and Alan is not strong.,Alan is weak and the dinosaurs are round.,1
Harry is slow and Charlie is not big.,Charlie wasn't big and Harry was slow.,1
"If Fiona is not boring, then Erin is awful.",Fiona isn't boring or Erin awful.,0
the snake is bad. or Gary is not heavy,"Bad snake, or heavy Gary.",0
the leopard is not cute and the mouse is not big.,"The mouse isn't big, and the leopard isn't cute.",1
the rabbit is not rough or the snake is not quiet.,Bunny rough or snake quiet.,0
"If the rabbit is not angry, then Erin is not sleepy.",No bunny anger or Erin sleepy.,0
"If the snake is fierce, then Charlie is sad.",Charlie would be sad if the snake wasn't fierce.,0
Fiona is not lovely and Erin is not strong.,"Fiona isn't lovely, and Erin is strong.",0
"If Anne is not clever, then the dinosaur is not dull.",Anne isn't clever or dull as a dinosaur.,0
"If the dog is thin, then Bob is slow.",The dog isn't thin or Bob isn't slow.,0
Alan is heavy and the mouse is powerful.,Alan is heavy and the mouse isn't powerful.,0
Dave is reckless and the bald eagle is short.,Dave is reckless and a bald eagle isn't short.,0
Charlie is not thin or the bald eagle is not tiny.,"If Charlie is thin, the bald eagle isn't tiny.",1
"If the bald eagle is not rough, then the crocodile is smart.",Bald Eagles aren't rough or crocodiles smart.,0
"If the lion is boring, then Gary is thin.",The lion bore the roots or Gary was thin.,0
