sentence1,sentence2,label
Bob is powerful and the leopard is not awful.,The leopard is not awful and Bob is powerful.,1
Dave is huge or the tiger is wealthy.,Dave is huge or the tiger isn't wealthy.,0
"If Anne is not dull, then the squirrel is horrible.",Anne isn't dull or the squirrel is horrible.,1
the cat is powerful and Bob is kind.,"The cat is powerless, Bob is kind.",1
the leopard is horrible and Bob is quiet.,The leopard is horrible and Bob is quiet.,0
"If the wolf is not sleepy, then the cat is not dull.",The wolf isn't sleepy or the cat dull.,1
"If Bob is not huge, then the cat is angry.","If the cat wasn't angry, Bob would be huge.",1
"If the cat is tiny, then the dinosaur is tiny.","The dinosaur is tiny, the cat is tiny.",1
"If Gary is not beautiful, then Dave is not tired.","Dave is not tired, Gary is beautiful.",0
Erin is not huge and the cat is not nice.,The cat is not nice and Erin is not huge.,1
the lion is sleepy or the bear is not rough.,lion sleepy or bear rough,0
"If the rabbit is not heavy, then Gary is round.",The bunny isn't heavy or round Gary.,1
"If Anne is clever, then Harry is not heavy.","If Harry is heavy, Anne isn't clever.",1
"If Dave is not quiet, then Alan is wealthy.","Alan is not wealthy, Dave would be quiet.",1
the bear is sad and Erin is not tired.,The bear is sad and Erin is tired.,0
"If Bob is not bad, then the rabbit is tired.",Bob isn't bad or the bunny is tired.,1
"If the tiger is sad, then Anne is angry.",Tiger sad or Anne angry.,1
the tiger is not funny or Erin is not high.,"If the tiger is not funny, Erin will not be high.",1
"If the squirrel is not reckless, then Gary is not cute.",Gary is not cute if the squirrel is reckless.,0
the bear is fierce or the dog is not high.,"If the bear is fierce, the dog is not high.",1
Bob is not powerful or the bald eagle is round.,Bob is not powerful or round like a bald eagle.,0
Dave is not funny and Harry is angry.,Dave is not funny and Harry isn't angry.,0
"If the leopard is awful, then Erin is funny.","If the leopard wasn't awful, Erin would be funny.",0
the leopard is strong or the leopard is quiet.,"If the leopard is strong, it will be quiet.",1
"If the dinosaur is not slow, then the dog is clever.",The dog is clever if the dinosaur is slow.,0
the squirrel is not kind or the dinosaur is not sad.,"If the squirrel was not kind, the dinosaur would not be sad.",1
Fiona is not smart and Bob is not cute.,Fiona is not smart and Bob is cute.,0
"If the cat is angry, then the rabbit is horrible.",The bunny isn't horrible if the cat is unangry.,1
"If the wolf is not dull, then the squirrel is not lovely.","If the squirrels were lovely, the wolves would be dull.",1
the lion is not clever and the rabbit is fierce.,The lion is not clever and the rabbit is not fierce.,0
"If the squirrel is not horrible, then Fiona is wealthy.",Fiona is wealthy or the squirrel is horrible.,0
the cat is smart or the lion is not rough.,"If the cat is smart, the lion is not rough.",1
Harry is not smart and Fiona is huge.,Harry is not smart and Fiona isn't huge.,0
"If Fiona is not smart, then the cat is huge.","If Fiona was smart, the cat would be huge.",0
Erin is wealthy and the mouse is not sleepy.,The mouse is not sleepy and Erin is wealthy.,1
"If Erin is wealthy, then Bob is not rough.","If Bob were rough, Erin wouldn't be wealthy.",1
Alan is bad or the dog is not beautiful.,Alan is either bad or the dog is beautiful.,0
the mouse is not rough and Dave is round.,The mouse is not rough and Dave is not round.,0
"If Fiona is tired, then the bald eagle is fierce.","If Fiona isn't tired, the Bald Eagle is fierce.",0
"If Gary is dull, then Erin is not bad.",If Erin is bad Gary will not be dull.,1
"If Alan is not boring, then the dog is slow.",Alan isn't boring or slow with the dogs.,1
Alan is rough and Bob is not awful.,Alan was rough and Bob awful.,0
"If the cat is dull, then the mouse is huge.",The cat isn't dull unless the mouse is huge.,1
"If Fiona is clever, then the bald eagle is poor.",If the bald eagle wasn't poor Fiona wouldn't have been clever.,1
the snake is clever and the bear is tiny.,The snake is clever and the bear isn't tiny.,0
Alan is not round and the mouse is poor.,The mouse is poor and Alan is not round.,1
"If Alan is kind, then the tiger is kind.",Alan was kind or a Tiger was kind.,1
Bob is beautiful.,Bob is ugly.,0
"If the mouse is angry, then Alan is not fierce.",Alan is not fierce if the mouse isn't angry.,0
"If Erin is funny, then Gary is not wealthy.","If Gary were wealthy, Erin wouldn't be funny.",1
the snake is not heavy or the crocodile is slow.,The crocodile is slow if the snake is not heavy.,1
"If Harry is not wealthy, then the mouse is big.",If the mouse was not big Harry would be wealthy.,0
"If the bear is cute, then the mouse is not tired.",The bear is cute or the mouse isn't tired.,1
the cat is strong or the dog is not short.,The cat is strong or the dog is short.,0
the wolf is tiny or the lion is not small.,A wolf is tiny or a lion is small.,0
the crocodile is poor and Alan is round.,Alan is round and the crocodile is poor.,1
"If Erin is not quiet, then the leopard is wealthy.",The leopard is wealthy or Erin is not quiet.,1
Dave is dull or the wolf is nice.,The wolf would be nice if Dave were dull.,1
"If the rabbit is not rough, then the crocodile is heavy.","Crocodiles are heavy, bunnies rough.",0
Anne is not strong or Dave is not horrible.,Anne is not strong or Dave is horrible.,0
the leopard is powerful and Gary is not funny.,Gary is not funny and the leopard is powerful.,1
the bald eagle is tiny and Charlie is not big.,Charlie is not big and the bald eagle is tiny.,1
"If Alan is rough, then Charlie is dull.",Charlie would be dull if Alan wasn't rough.,0
the tiger is not dull or Harry is not slow.,Harry is not slow if the tiger is not dull.,1
the bald eagle is not rough or the lion is not heavy.,"If the Bald Eagle was not rough, the Lion would not be heavy.",1
"If the bear is not rough, then the bear is dull.",A rough bear is dull.,0
"If the dinosaur is not kind, then the crocodile is not powerful.",The crocodile is not powerful if the dinosaur is kind.,0
the tiger is strong or the bald eagle is not rough.,The Bald Eagle is not rough if the Tiger is strong.,1
the rabbit is angry and the squirrel is cute.,The squirrel is cute and the bunny is angry.,1
the wolf is not sad and Harry is not nice.,Harry is not nice and the wolf is not sad.,1
"If the squirrel is not sad, then Charlie is not awful.","If Charlie was awful, the squirrel would have been sad.",0
Alan is horrible and the dog is tiny.,The dog was tiny and Alan was horrible.,1
the crocodile is not high or Charlie is not bad.,Charlie would not be bad if the crocodile was not high.,1
"If Dave is not thin, then the cat is not cute.",The cat is not cute if Dave is thin.,0
the dinosaur is not funny or the cat is dull.,The dinosaur is not funny or the cat dull.,0
"If the leopard is not wealthy, then the bald eagle is not slow.","If the bald eagle was slow, the leopard would be wealthy.",0
"If the squirrel is not nice, then Anne is cute.","If the squirrel was nice, Anne would be cute.",0
the crocodile is not round or Fiona is bad.,"If the crocodile is not round, Fiona is bad.",1
"If Anne is cute, then the dinosaur is not sad.",Anne is cute or the dinosaurs are sad.,1
the cat is not boring or the bear is not lovely.,"Not boring cat, or lovely bear.",0
Dave is not high and Fiona is not furry.,Fiona is not furry and Dave is not high.,1
"If the snake is lazy, then the dog is not cute.",The dog is not cute unless the snake is lazy.,0
Harry is little or the bear is poor.,Harry is little or the bear is poor.,0
"If the tiger is not dull, then Anne is little.",Anne would be little if the tiger was dull.,0
the crocodile is not dull or the cat is cute.,Crocodiles are not dull or cats aren't cute.,0
"If Anne is strong, then the bear is powerful.","If Anne was weak, the bear would be powerful.",0
"If the dinosaur is not reckless, then the wolf is lazy.","If the dinosaur was reckless, the wolf would be lazy.",0
"If Alan is not dull, then the squirrel is not reckless.",Alan isn't dull or the squirrel isn't reckless.,1
"If Harry is dull, then Dave is beautiful.",Dave would be beautiful without Harry being dull.,0
Bob is sad or Fiona is dull.,Bob is sad or Fiona is dull.,0
Alan is powerful and the cat is not thin.,Alan is powerful and the cat thin.,0
"If Harry is cute, then Anne is not funny.",Harry isn't cute if Anne is funny.,1
"If the lion is angry, then Charlie is thin.",Charlie is thin if the lion isn't angry.,0
Fiona is not quiet and the crocodile is not kind.,Fiona was not quiet and the crocodile was kind.,0
"If the cat is not angry, then the cat is nice.","If the cat is angry, nice.",0
the dinosaur is not poor and the dog is lazy.,The dog is lazy and the dinosaur is not poor.,1
Erin is not high or the bald eagle is not rough.,"If Erin is not high, the Bald Eagle is not rough.",1
the bald eagle is sad or the dinosaur is not furry.,"If the bald Eagle is sad, the dinosaur is not furry.",1
the rabbit is not powerful or the rabbit is not dull.,"If the rabbit is not powerful, it is not dull.",1
the dinosaur is not nice and the squirrel is not tiny.,The dinosaur is not nice and the squirrel is tiny.,0
the squirrel is small or Gary is not nice.,"If the squirrel is small, Gary is not nice.",1
"If the leopard is not big, then the crocodile is little.",A crocodile is little when a leopard is big.,0
Alan is cute or Dave is heavy.,Dave would be heavy if Alan were cute.,1
"If the bear is not beautiful, then Charlie is not funny.",The bear isn't beautiful or Charlie isn't funny.,1
the squirrel is not awful or the bald eagle is not heavy.,Bald Eagles are not heavy if squirrels are not awful.,1
"If the rabbit is funny, then the wolf is little.","If the wolf wasn't a little, the bunny wouldn't be funny.",1
the cat is bad or the squirrel is not sad.,Bad cat or sad squirrel.,0
the lion is tiny and Alan is not clever.,Alan is not clever and the lion is tiny.,1
Gary is nice and Bob is thin.,Bob is thin and Gary is nice.,1
"If Harry is huge, then the mouse is bad.",Harry is huge or the mouse is bad.,1
the cat is big and the snake is not nice.,The snake is not nice and the cat is big.,1
Harry is awful and Alan is lovely.,Alan is lovely and Harry is awful.,1
the cat is not kind and Dave is short.,Dave is short and the cat is not kind.,1
Charlie is tired and Alan is tired.,Charlie and Alan aren't tired.,0
"If the bear is not small, then the mouse is not quiet.","If the bear is small, the mouse will not be quiet.",0
Anne is not strong and Dave is not horrible.,Dave is not horrible and Anne is not strong.,1
"If Bob is not sleepy, then the bear is not tired.",Bob isn't sleepy or the bear isn't tired.,1
Anne is not horrible and the cat is kind.,Anne is not horrible and the cat isn't kind.,0
"If the tiger is bad, then the lion is funny.","If the tiger wasn't a bad thing, the lion would be funny.",0
Harry is poor or Charlie is big.,Harry is poor or Charlie isn't big.,0
Erin is not strong or Gary is not boring.,Erin is not strong or Gary is boring.,0
Bob is not round and the squirrel is not strong.,Bob is not round and the squirrel is strong.,0
Gary is wealthy or Harry is not fierce.,"If Gary were wealthy, Harry would not be fierce.",1
Alan is quiet or the bear is rough.,Alan was quiet or the bear was rough.,0
"If the cat is small, then Fiona is dull.",Fiona would be dull without a small cat.,0
Erin is not dull or the crocodile is high.,"If Erin isn't dull, the crocodile is not high.",1
the tiger is not short and the wolf is rough.,The tiger is not short and the wolf is not rough.,0
"If Anne is not huge, then the squirrel is not awful.","If Anne was huge, the squirrel would not have been awful.",0
"If the snake is not round, then Dave is slow.","If Dave is not slow, the snake will be round.",0
the dog is slow and the cat is not funny.,The cat is not funny and the dog is slow.,1
the cat is huge or the bald eagle is fierce.,The cat is huge or the Bald Eagle isn't fierce.,0
"If the cat is kind, then the leopard is not high.","The leopard is not high, the cat is kind.",1
"If the snake is not rough, then the rabbit is boring.",Bunny boredom or snake roughness.,0
the squirrel is not thin and the squirrel is boring.,The squirrel is not thin and boring.,0
