Sentences,Logic-words
the bear is lovely or Charlie is not beautiful.,or
the bear is not lovely and the dinosaur is not dull.,and
the bear is not lovely or the dinosaur is not dull.,or
the bear is beautiful and the cat is not poor.,and
the bear is beautiful or the cat is not poor.,or
the bear is not beautiful and Fiona is not nice.,and
the bear is not beautiful or Fiona is not nice.,or
the bear is funny and the dinosaur is lovely.,and
the bear is funny or the dinosaur is lovely.,or
the bear is not funny and the wolf is not awful.,and
the bear is not funny or the wolf is not awful.,or
the bear is big and the lion is lovely.,and
the bear is big or the lion is lovely.,or
the bear is not big and the tiger is not high.,and
the bear is not big or the tiger is not high.,or
the bear is strong and the tiger is huge.,and
the bear is strong or the tiger is huge.,or
the bear is not strong and the lion is not tired.,and
the bear is not strong or the lion is not tired.,or
the bear is awful and the snake is boring.,and
the bear is awful or the snake is boring.,or
the bear is not awful and Dave is not huge.,and
the bear is not awful or Dave is not huge.,or
the bear is fierce and the dog is not high.,and
the bear is fierce or the dog is not high.,or
the bear is not fierce and the dog is not dull.,and
the bear is not fierce or the dog is not dull.,or
the bear is heavy and the crocodile is not boring.,and
the bear is heavy or the crocodile is not boring.,or
the bear is not heavy and the tiger is not dull.,and
the bear is not heavy or the tiger is not dull.,or
the bear is horrible and the snake is not clever.,and
the bear is horrible or the snake is not clever.,or
the bear is not horrible and Charlie is not rough.,and
the bear is not horrible or Charlie is not rough.,or
the bear is powerful and the cat is nice.,and
the bear is powerful or the cat is nice.,or
the bear is not powerful and the rabbit is rough.,and
the bear is not powerful or the rabbit is rough.,or
the bear is angry and Gary is not fierce.,and
the bear is angry or Gary is not fierce.,or
the bear is not angry and the bald eagle is big.,and
the bear is not angry or the bald eagle is big.,or
the bear is high and the crocodile is not dull.,and
the bear is high or the crocodile is not dull.,or
the bear is not high and the mouse is round.,and
the bear is not high or the mouse is round.,or
the bear is huge and the dinosaur is slow.,and
the bear is huge or the dinosaur is slow.,or
the bear is not huge and Anne is small.,and
the bear is not huge or Anne is small.,or
the bear is short and the bald eagle is not heavy.,and
the bear is short or the bald eagle is not heavy.,or
the bear is not short and Charlie is not sleepy.,and
the bear is not short or Charlie is not sleepy.,or
the bear is thin and Bob is not high.,and
the bear is thin or Bob is not high.,or
the bear is not thin and the mouse is slow.,and
the bear is not thin or the mouse is slow.,or
the bear is little and Charlie is not cute.,and
the bear is little or Charlie is not cute.,or
the bear is not little and Erin is not horrible.,and
the bear is not little or Erin is not horrible.,or
the bear is tiny and the snake is not dull.,and
the bear is tiny or the snake is not dull.,or
the bear is not tiny and the dog is round.,and
the bear is not tiny or the dog is round.,or
the bear is wealthy and Anne is awful.,and
the bear is wealthy or Anne is awful.,or
the bear is not wealthy and Gary is tired.,and
the bear is not wealthy or Gary is tired.,or
the bear is poor and Alan is not beautiful.,and
the bear is poor or Alan is not beautiful.,or
the bear is not poor and the squirrel is powerful.,and
the bear is not poor or the squirrel is powerful.,or
the bear is dull and Bob is not tiny.,and
the bear is dull or Bob is not tiny.,or
the bear is not dull and Fiona is not huge.,and
the bear is not dull or Fiona is not huge.,or
the bear is rough and the dinosaur is short.,and
the bear is rough or the dinosaur is short.,or
the bear is not rough and the snake is not round.,and
the bear is not rough or the snake is not round.,or
the bear is bad and Fiona is not dull.,and
the bear is bad or Fiona is not dull.,or
the bear is not bad and the dinosaur is not sleepy.,and
the bear is not bad or the dinosaur is not sleepy.,or
the bear is sad and Erin is not tired.,and
the bear is sad or Erin is not tired.,or
the bear is not sad and Alan is strong.,and
the bear is not sad or Alan is strong.,or
the lion is kind and Gary is not tired.,and
the lion is kind or Gary is not tired.,or
the lion is not kind and Bob is wealthy.,and
the lion is not kind or Bob is wealthy.,or
the lion is quiet and Gary is not sleepy.,and
the lion is quiet or Gary is not sleepy.,or
the lion is not quiet and Alan is slow.,and
the lion is not quiet or Alan is slow.,or
the lion is round and the bald eagle is not powerful.,and
the lion is round or the bald eagle is not powerful.,or
the lion is not round and the dinosaur is not boring.,and
the lion is not round or the dinosaur is not boring.,or
the lion is nice and the bear is smart.,and
the lion is nice or the bear is smart.,or
the lion is not nice and the bear is dull.,and
the lion is not nice or the bear is dull.,or
the lion is smart and Charlie is strong.,and
the lion is smart or Charlie is strong.,or
the lion is not smart and the bald eagle is rough.,and
the lion is not smart or the bald eagle is rough.,or
the lion is clever and Fiona is not rough.,and
the lion is clever or Fiona is not rough.,or
the lion is not clever and the rabbit is fierce.,and
the lion is not clever or the rabbit is fierce.,or
the lion is dull and the snake is not tired.,and
the lion is dull or the snake is not tired.,or
the lion is not dull and the bald eagle is not lovely.,and
the lion is not dull or the bald eagle is not lovely.,or
the lion is rough and Charlie is thin.,and
the lion is rough or Charlie is thin.,or
the lion is not rough and the leopard is small.,and
the lion is not rough or the leopard is small.,or
the lion is lazy and the bald eagle is cute.,and
the lion is lazy or the bald eagle is cute.,or
the lion is not lazy and Fiona is not tired.,and
the lion is not lazy or Fiona is not tired.,or
the lion is slow and Dave is little.,and
the lion is slow or Dave is little.,or
the lion is not slow and Dave is not slow.,and
the lion is not slow or Dave is not slow.,or
the lion is sleepy and the bear is not rough.,and
the lion is sleepy or the bear is not rough.,or
the lion is not sleepy and the crocodile is not dull.,and
the lion is not sleepy or the crocodile is not dull.,or
the lion is boring and the snake is not bad.,and
the lion is boring or the snake is not bad.,or
the lion is not boring and the dog is not horrible.,and
the lion is not boring or the dog is not horrible.,or
the lion is tired and Alan is not lovely.,and
the lion is tired or Alan is not lovely.,or
the lion is not tired and the mouse is not little.,and
the lion is not tired or the mouse is not little.,or
the lion is reckless and the tiger is huge.,and
the lion is reckless or the tiger is huge.,or
the lion is not reckless and Bob is cute.,and
the lion is not reckless or Bob is cute.,or
the lion is furry and Alan is not powerful.,and
the lion is furry or Alan is not powerful.,or
the lion is not furry and Charlie is rough.,and
the lion is not furry or Charlie is rough.,or
the lion is small and the wolf is not little.,and
the lion is small or the wolf is not little.,or
the lion is not small and the cat is furry.,and
the lion is not small or the cat is furry.,or
the lion is cute and the bald eagle is bad.,and
the lion is cute or the bald eagle is bad.,or
the lion is not cute and the mouse is not sad.,and
the lion is not cute or the mouse is not sad.,or
the lion is lovely and Fiona is rough.,and
the lion is lovely or Fiona is rough.,or
the lion is not lovely and Anne is clever.,and
the lion is not lovely or Anne is clever.,or
the lion is beautiful and the dinosaur is short.,and
the lion is beautiful or the dinosaur is short.,or
the lion is not beautiful and Dave is little.,and
the lion is not beautiful or Dave is little.,or
the lion is funny and the bald eagle is strong.,and
the lion is funny or the bald eagle is strong.,or
the lion is not funny and the bear is not lazy.,and
the lion is not funny or the bear is not lazy.,or
the lion is big and the bald eagle is horrible.,and
the lion is big or the bald eagle is horrible.,or
the lion is not big and the bear is not sad.,and
the lion is not big or the bear is not sad.,or
the lion is strong and the dog is not cute.,and
the lion is strong or the dog is not cute.,or
the lion is not strong and the crocodile is huge.,and
the lion is not strong or the crocodile is huge.,or
the lion is awful and the cat is reckless.,and
the lion is awful or the cat is reckless.,or
the lion is not awful and the bear is cute.,and
the lion is not awful or the bear is cute.,or
the lion is fierce and the cat is not round.,and
the lion is fierce or the cat is not round.,or
the lion is not fierce and Harry is not furry.,and
the lion is not fierce or Harry is not furry.,or
the lion is heavy and Anne is tired.,and
the lion is heavy or Anne is tired.,or
the lion is not heavy and Harry is not furry.,and
the lion is not heavy or Harry is not furry.,or
the lion is horrible and the dog is not boring.,and
the lion is horrible or the dog is not boring.,or
the lion is not horrible and Fiona is dull.,and
the lion is not horrible or Fiona is dull.,or
the lion is powerful and Fiona is dull.,and
the lion is powerful or Fiona is dull.,or
the lion is not powerful and the dinosaur is not bad.,and
the lion is not powerful or the dinosaur is not bad.,or
the lion is angry and the cat is furry.,and
the lion is angry or the cat is furry.,or
the lion is not angry and the wolf is kind.,and
the lion is not angry or the wolf is kind.,or
the lion is high and the bear is not fierce.,and
the lion is high or the bear is not fierce.,or
the lion is not high and the dog is beautiful.,and
the lion is not high or the dog is beautiful.,or
the lion is huge and the snake is not huge.,and
the lion is huge or the snake is not huge.,or
the lion is not huge and the tiger is not tired.,and
the lion is not huge or the tiger is not tired.,or
the lion is short and the snake is not tired.,and
the lion is short or the snake is not tired.,or
the lion is not short and the squirrel is dull.,and
the lion is not short or the squirrel is dull.,or
the lion is thin and the dinosaur is not angry.,and
the lion is thin or the dinosaur is not angry.,or
the lion is not thin and Bob is not lovely.,and
the lion is not thin or Bob is not lovely.,or
the lion is little and the squirrel is not dull.,and
the lion is little or the squirrel is not dull.,or
the lion is not little and the mouse is not fierce.,and
the lion is not little or the mouse is not fierce.,or
the lion is tiny and Alan is not clever.,and
the lion is tiny or Alan is not clever.,or
the lion is not tiny and the dinosaur is kind.,and
the lion is not tiny or the dinosaur is kind.,or
the lion is wealthy and Alan is not bad.,and
the lion is wealthy or Alan is not bad.,or
the lion is not wealthy and the bear is not beautiful.,and
the lion is not wealthy or the bear is not beautiful.,or
the lion is poor and Alan is not heavy.,and
the lion is poor or Alan is not heavy.,or
the lion is not poor and the leopard is not clever.,and
the lion is not poor or the leopard is not clever.,or
the lion is dull and the rabbit is quiet.,and
the lion is dull or the rabbit is quiet.,or
the lion is not dull and Erin is reckless.,and
the lion is not dull or Erin is reckless.,or
the lion is rough and the mouse is high.,and
the lion is rough or the mouse is high.,or
the lion is not rough and the dog is short.,and
the lion is not rough or the dog is short.,or
the lion is bad and the bald eagle is not horrible.,and
