,Original_Sentence,Parsed_Sentence,LReasoner_generated
7608,"If Gary is not furry, then the bald eagle is clever.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ clever))) (. .))","If it is furry, then it will be not Gary."
7609,the bear is not boring or Erin is not high.,(S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (CC or) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .)),"If it is boring, then it will be not the bear."
7610,"If the crocodile is not round, then the cat is not powerful.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ round)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ powerful))) (. .))","If it is round, then it will be not the crocodile."
7611,"If Fiona is not lazy, then Fiona is not strong.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lazy)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))","If it is lazy, then it will be not Fiona."
7612,"If Bob is dull, then the squirrel is not big.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ big))) (. .))","If it is not dull, then it will be not Bob."
7613,"If the bald eagle is not huge, then the tiger is wealthy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ wealthy))) (. .))","If it is huge, then it will be not the bald eagle."
7614,the crocodile is beautiful.,(S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .)),"If it is not beautiful, then it will be not the crocodile."
7615,"If the mouse is not poor, then Harry is not strong.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))","If it is poor, then it will be not the mouse."
7616,the lion is dull and the rabbit is quiet.,(S (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .)),"If it is not dull, then it will be not the lion."
7617,"If Fiona is not beautiful, then the crocodile is not powerful.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ powerful))) (. .))","If it is beautiful, then it will be not Fiona."
7618,Gary is not horrible or the crocodile is not dull.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ horrible))))) (CC or) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .)),"If it is horrible, then it will be not Gary."
7619,the bald eagle is angry.,(S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ angry))) (. .)),"If it is not angry, then it will be not the bald eagle."
7620,the dinosaur is not tired and the cat is small.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ small)))) (. .)),"If it is tired, then it will be not the dinosaur."
7621,"If the leopard is thin, then Bob is not heavy.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ thin))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))","If it is not thin, then it will be not the leopard."
7622,Gary is not dull and Charlie is nice.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is dull, then it will be not Gary."
7623,the dinosaur is angry or Harry is not strong.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ angry)))) (CC or) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .)),"If it is not angry, then it will be not the dinosaur."
7624,"If Fiona is reckless, then Alan is beautiful.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))","If it is not reckless, then it will be not Fiona."
7625,"If the wolf is sleepy, then Bob is angry.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is not sleepy, then it will be not the wolf."
7626,"If Anne is not tired, then Gary is poor.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ poor))) (. .))","If it is tired, then it will be not Anne."
7627,the cat is not sad or Charlie is horrible.,(S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ sad)) (CC or) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ horrible))))) (. .)),"If it is sad or Charlie is horrible, then it will be not the cat."
7628,"If the bald eagle is not cute, then the tiger is not smart.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ smart))) (. .))","If it is cute, then it will be not the bald eagle."
7629,the rabbit is furry and Dave is lovely.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ furry)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ lovely)))) (. .)),"If it is not furry, then it will be not the rabbit."
7630,"If the crocodile is awful, then the tiger is not round.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))","If it is not awful, then it will be not the crocodile."
7631,"If Charlie is powerful, then the wolf is beautiful.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))","If it is not powerful, then it will be not Charlie."
7632,Erin is not big and Charlie is not kind.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .)),"If it is big, then it will be not Erin."
7633,the crocodile is cute and the squirrel is not huge.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ cute)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (. .)),"If it is not cute, then it will be not the crocodile."
7634,the squirrel is not rough or the bear is not quiet.,(S (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .)),"If it is rough, then it will be not the squirrel."
7635,"If the crocodile is not nice, then the bear is not sleepy.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (. .))","If it is nice, then it will be not the crocodile."
7636,"If the leopard is tired, then Erin is not little.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (JJ little)) (. .))","If it is not tired, then it will be not the leopard."
7637,the lion is not small and the cat is furry.,(S (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ furry)))) (. .)),"If it is small, then it will be not the lion."
7638,"If the wolf is high, then the mouse is not small.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ small))) (. .))","If it is not high, then it will be not the wolf."
7639,Bob is not powerful and the bald eagle is round.,(S (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful))))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ round)))) (. .)),"If it is powerful, then it will be not Bob."
7640,the bald eagle is little or Fiona is not big.,(S (NP (NP (DT the) (JJ bald) (NN eagle)) (VBZ is) (NP (JJ little) (CC or) (NNP Fiona))) (VP (VBZ is) (RB not) (ADJP (JJ big))) (. .)),"If it is big, then it will be the bald eagle is or Fiona."
7641,Bob is not smart or Charlie is rough.,(S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ smart)) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ rough)))) (. .)),"If it is smart or Charlie is rough, then it will be not Bob."
7642,"If the bear is bad, then the mouse is dull.","(S (SBAR (IN If) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ bad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ dull))) (. .))","If it is not bad, then it will be not the bear."
7643,the dog is not lovely or the rabbit is not quiet.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .)),"If it is lovely, then it will be not the dog."
7644,"If Harry is not sleepy, then the dinosaur is clever.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ clever))) (. .))","If it is sleepy, then it will be not Harry."
7645,"If the dinosaur is awful, then the dog is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is not awful, then it will be not the dinosaur."
7646,the bear is not slow and the crocodile is not awful.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (. .)),"If it is slow, then it will be not the bear."
7647,the rabbit is huge and the wolf is little.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ huge)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ little)))) (. .)),"If it is not huge, then it will be not the rabbit."
7648,"If Fiona is furry, then Charlie is not boring.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ furry))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is not furry, then it will be not Fiona."
7649,the rabbit is not rough and Erin is boring.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ boring)))) (. .)),"If it is rough, then it will be not the rabbit."
7650,the cat is not slow or the bald eagle is sleepy.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ sleepy)))) (. .)),"If it is slow, then it will be not the cat."
7651,"If the rabbit is not wealthy, then Bob is big.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ big))) (. .))","If it is wealthy, then it will be not the rabbit."
7652,the rabbit is cute or Alan is not rough.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ cute)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .)),"If it is not cute, then it will be not the rabbit."
7653,the rabbit is not fierce or the leopard is cute.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ fierce)))) (CC or) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ cute)))) (. .)),"If it is fierce, then it will be not the rabbit."
7654,"If Fiona is not kind, then the bald eagle is reckless.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))","If it is kind, then it will be not Fiona."
7655,"If the snake is big, then the tiger is not short.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (. .))","If it is not big, then it will be not the snake."
7656,"If Dave is powerful, then Charlie is not rough.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is not powerful, then it will be not Dave."
7657,"If the bald eagle is not beautiful, then Erin is not nice.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))","If it is beautiful, then it will be not the bald eagle."
7658,"If the tiger is not awful, then Gary is not angry.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ awful)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ angry))) (. .))","If it is awful, then it will be not the tiger."
7659,"If Gary is not beautiful, then Dave is not tired.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))","If it is beautiful, then it will be not Gary."
7660,Fiona is poor or Fiona is dull.,(S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ poor))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ dull)))) (. .)),"If it is not poor, then it will be not Fiona."
7661,"If the dinosaur is not round, then the crocodile is tiny.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ round)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ tiny))) (. .))","If it is round, then it will be not the dinosaur."
7662,"If the leopard is thin, then Bob is not heavy.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ thin))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))","If it is not thin, then it will be not the leopard."
7663,Charlie is not small and Fiona is not poor.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (. .)),"If it is small, then it will be not Charlie."
7664,the leopard is not powerful or the rabbit is slow.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ powerful)))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ slow)))) (. .)),"If it is powerful, then it will be not the leopard."
7665,the squirrel is rough and Harry is lovely.,(S (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ lovely)))) (. .)),"If it is not rough, then it will be not the squirrel."
7666,"If Dave is not dull, then the mouse is bad.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ dull)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ bad))) (. .))","If it is dull, then it will be not Dave."
7667,the tiger is reckless and Erin is not slow.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .)),"If it is not reckless, then it will be not the tiger."
7668,the snake is not lovely and the squirrel is not smart.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is lovely, then it will be not the snake."
7669,Erin is strong and the mouse is not lovely.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ strong)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .)),"If it is not strong, then it will be not Erin."
7670,the rabbit is not beautiful and Anne is angry.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful))))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ angry)))) (. .)),"If it is beautiful, then it will be not the rabbit."
7671,the dinosaur is round or the dog is not thin.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ round)))) (CC or) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ thin))) (. .)),"If it is not round, then it will be not the dinosaur."
7672,the snake is beautiful or the crocodile is huge.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC or) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ huge)))) (. .)),"If it is not beautiful, then it will be not the snake."
7673,the dinosaur is not lovely or the wolf is not slow.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .)),"If it is lovely, then it will be not the dinosaur."
7674,"If the rabbit is rough, then the snake is fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ fierce))) (. .))","If it is not rough, then it will be not the rabbit."
7675,Fiona is slow or the wolf is wealthy.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ slow)))) (CC or) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ wealthy))) (. .)),"If it is not slow, then it will be not Fiona."
7676,"If the mouse is heavy, then the mouse is tired.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ heavy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ tired))) (. .))","If it is not heavy, then it will be not the mouse."
7677,the dinosaur is awful and the mouse is not sleepy.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ awful)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (. .)),"If it is not awful, then it will be not the dinosaur."
7678,"If Bob is funny, then Gary is not awful.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .))","If it is not funny, then it will be not Bob."
7679,the crocodile is powerful or Fiona is clever.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ clever)))) (. .)),"If it is not powerful, then it will be not the crocodile."
7680,"If the wolf is reckless, then the mouse is not clever.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))","If it is not reckless, then it will be not the wolf."
7681,the snake is furry or the lion is smart.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ furry)))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ smart))) (. .)),"If it is not furry, then it will be not the snake."
7682,Charlie is not smart and the lion is not poor.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart))))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (. .)),"If it is smart, then it will be not Charlie."
7683,Erin is tired or Fiona is not small.,(S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ tired))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ small))) (. .)),"If it is not tired, then it will be not Erin."
7684,Dave is not thin or the mouse is big.,(S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ thin))) (CC or) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ big)))) (. .)),"If it is thin, then it will be not Dave."
7685,Harry is not dull or Dave is not tired.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC or) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .)),"If it is dull, then it will be not Harry."
7686,the dinosaur is rough and the squirrel is not clever.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .)),"If it is not rough, then it will be not the dinosaur."
