sentence1,label,sentence2
Erin is furry or Charlie is not huge.,0,"If it is furry, then it will be Erin. "
the squirrel is not heavy or the crocodile is fierce.,0,
"If the cat is horrible, then the snake is rough.",0,"If it is not the cat, then it will be horrible. "
"If the cat is horrible, then the snake is rough.",0,"If it is not the cat, then it will be horrible. "
the dog is angry and the mouse is powerful.,1,"If it is not angry, then it will be not the dog."
the dog is angry and the mouse is powerful.,1,"If it is not angry, then it will be not the dog."
"If Anne is powerful, then the dinosaur is fierce.",0,"If it is powerful, then it will be Anne. "
"If Anne is powerful, then the dinosaur is fierce.",0,"If it is powerful, then it will be Anne. "
"If Anne is powerful, then the dinosaur is fierce.",0,"If it is powerful, then it will be Anne. "
the rabbit is not little or the mouse is not reckless.,0,
the mouse is wealthy and the dinosaur is powerful.,0,
the mouse is wealthy and the dinosaur is powerful.,0,"If it is the mouse, then it will be not wealthy. "
the bald eagle is not funny and the leopard is sad.,1,"If it is funny, then it will be not the bald eagle."
"If Harry is not dull, then Bob is strong.",0,"If it is Harry, then it will be dull. "
"If Harry is not dull, then Bob is strong.",0,"If it is Harry, then it will be dull. "
"If the cat is not little, then Dave is strong.",1,"If it is little, then it will be not the cat."
"If the cat is not little, then Dave is strong.",1,"If it is little, then it will be not the cat."
Harry is not tiny or the squirrel is not kind.,1,"If it is tiny, then it will be not Harry."
Dave is not tired and Bob is tired.,0,"If it is Dave, then it will be tired. "
"If Bob is not kind, then Harry is not furry.",1,"If it is kind, then it will be not Bob."
"If Bob is not kind, then Harry is not furry.",1,"If it is kind, then it will be not Bob."
"If the dinosaur is sleepy, then Anne is thin.",1,"If it is not sleepy, then it will be not the dinosaur."
"If the dinosaur is sleepy, then Anne is thin.",1,"If it is not sleepy, then it will be not the dinosaur."
the tiger is small or Bob is not slow.,1,"If it is not small, then it will be not the tiger."
Dave is short or the leopard is not lovely.,1,"If it is not short, then it will be not Dave."
"If the wolf is awful, then the squirrel is quiet.",1,"If it is not awful, then it will be not the wolf."
"If the wolf is awful, then the squirrel is quiet.",1,"If it is not awful, then it will be not the wolf."
"If Harry is not nice, then Gary is fierce.",1,"If it is nice, then it will be not Harry."
"If Harry is not nice, then Gary is fierce.",1,"If it is nice, then it will be not Harry."
"If the cat is not powerful, then Alan is not horrible.",0,
"If the cat is not powerful, then Alan is not horrible.",0,"If it is the cat, then it will be powerful. "
Bob is not dull or Dave is tiny.,0,"If it is not dull, then it will be Bob. "
the dinosaur is furry and Charlie is not dull.,1,"If it is not furry, then it will be not the dinosaur."
Alan is not poor or Bob is huge.,0,"If it is not poor or Bob is huge, then it will be Alan. "
"If Anne is not high, then the dinosaur is not quiet.",1,"If it is high, then it will be not Anne."
"If Anne is not high, then the dinosaur is not quiet.",1,"If it is high, then it will be not Anne."
Dave is horrible and the mouse is not horrible.,1,"If it is not horrible, then it will be not Dave."
the dog is not tiny or the bald eagle is small.,0,"If it is the dog, then it will be tiny. "
"If Dave is boring, then Dave is smart.",0,
"If Dave is boring, then Dave is smart.",0,"If it is Dave, then it will be not boring. "
"If Bob is not huge, then the cat is angry.",1,"If it is huge, then it will be not Bob."
"If Bob is not huge, then the cat is angry.",1,"If it is huge, then it will be not Bob."
the rabbit is small and the wolf is powerful.,1,"If it is not small, then it will be not the rabbit."
the rabbit is small and the wolf is powerful.,1,"If it is not small, then it will be not the rabbit."
"If the snake is strong, then the snake is huge.",0,"If it is strong, then it will be the snake. "
"If the snake is strong, then the snake is huge.",0,
"If the snake is strong, then the snake is huge.",0,"If it is strong, then it will be the snake. "
"If the snake is strong, then the snake is huge.",0,
"If Alan is little, then the cat is huge.",0,"If it is not , then it will be Alan. "
Bob is not lovely or Fiona is sad.,1,"If it is lovely or Fiona is sad, then it will be not Bob."
the bald eagle is not lovely or the dinosaur is beautiful.,1,"If it is lovely, then it will be not the bald eagle."
"If the tiger is fierce, then the snake is beautiful.",0,
"If the tiger is fierce, then the snake is beautiful.",0,"If it is not the tiger, then it will be fierce. "
"If the tiger is fierce, then the snake is beautiful.",0,
Gary is not dull and the bear is not little.,0,
"If the bear is not tired, then the mouse is not powerful.",1,"If it is tired, then it will be not the bear."
"If the bear is not tired, then the mouse is not powerful.",1,"If it is tired, then it will be not the bear."
Anne is powerful.,0,"If it is powerful, then it will be Anne. "
Erin is short or Charlie is heavy.,1,"If it is not short or Charlie is heavy, then it will be not Erin."
"If Dave is angry, then the snake is rough.",1,"If it is not angry, then it will be not Dave."
"If Dave is angry, then the snake is rough.",1,"If it is not angry, then it will be not Dave."
"If Dave is angry, then the snake is rough.",1,"If it is not angry, then it will be not Dave."
"If Charlie is short, then the squirrel is lovely.",0,
"If Charlie is short, then the squirrel is lovely.",0,
"If the cat is beautiful, then Charlie is horrible.",1,"If it is not beautiful, then it will be not the cat."
"If the cat is beautiful, then Charlie is horrible.",1,"If it is not beautiful, then it will be not the cat."
the rabbit is tired and Dave is not kind.,0,"If it is tired, then it will be the rabbit. "
"If Fiona is not reckless, then the snake is not strong.",1,"If it is reckless, then it will be not Fiona."
"If Fiona is not reckless, then the snake is not strong.",1,"If it is reckless, then it will be not Fiona."
Fiona is strong or Harry is dull.,1,"If it is not strong, then it will be not Fiona."
"If the cat is not dull, then the mouse is not fierce.",0,"If it is not dull, then it will be the cat. "
"If the cat is not dull, then the mouse is not fierce.",0,"If it is not dull, then it will be the cat. "
"If the snake is bad, then the snake is not tired.",1,"If it is not bad, then it will be not the snake."
"If the snake is bad, then the snake is not tired.",1,"If it is not bad, then it will be not the snake."
the dinosaur is sad or Gary is fierce.,0,"If it is sad or Gary is fierce, then it will be the dinosaur. "
the leopard is high and the crocodile is not horrible.,0,
Charlie is strong or the bear is not slow.,0,"If it is strong, then it will be Charlie. "
the mouse is not nice or Charlie is slow.,0,"If it is not Charlie, then it will be the mouse. "
the bald eagle is not big and the lion is furry.,0,"If it is not big, then it will be the bald eagle. "
Alan is not huge and the squirrel is not huge.,0,"If it is not huge, then it will be Alan. "
"If the cat is smart, then Bob is not rough.",1,"If it is not smart, then it will be not the cat."
"If the cat is smart, then Bob is not rough.",1,"If it is not smart, then it will be not the cat."
the dinosaur is lazy and the lion is furry.,0,"If it is lazy, then it will be the dinosaur. "
the mouse is tiny or Alan is quiet.,1,"If it is not tiny, then it will be not the mouse."
Bob is not wealthy and Gary is dull.,1,"If it is wealthy, then it will be not Bob."
"If the bear is dull, then Harry is not lovely.",1,"If it is not dull, then it will be not the bear."
"If the bear is dull, then Harry is not lovely.",1,"If it is not dull, then it will be not the bear."
"If the wolf is not rough, then the crocodile is not nice.",0,"If it is not rough, then it will be the wolf. "
"If the wolf is not rough, then the crocodile is not nice.",0,"If it is not rough, then it will be the wolf. "
Gary is short and Harry is furry.,1,"If it is not short, then it will be not Gary."
the bald eagle is not fierce or Bob is quiet.,0,"If it is not fierce, then it will be the bald eagle. "
the cat is not horrible and the leopard is not awful.,1,"If it is horrible, then it will be not the cat."
"If the rabbit is beautiful, then Harry is not quiet.",0,"If it is beautiful, then it will be the rabbit. "
"If the rabbit is beautiful, then Harry is not quiet.",0,"If it is not the rabbit, then it will be beautiful. "
the dinosaur is beautiful or the crocodile is nice.,1,"If it is not beautiful, then it will be not the dinosaur."
the dinosaur is beautiful or the crocodile is nice.,1,"If it is not beautiful, then it will be not the dinosaur."
the dinosaur is beautiful or the crocodile is nice.,1,"If it is not beautiful, then it will be not the dinosaur."
the mouse is not thin or Charlie is not beautiful.,0,"If it is not thin, then it will be the mouse. "
the leopard is dull and the crocodile is not wealthy.,1,"If it is not dull, then it will be not the leopard."
the tiger is tired and the tiger is little.,1,"If it is not tired, then it will be not the tiger."
"If the rabbit is rough, then Gary is not sad.",0,"If it is the rabbit, then it will be not rough. "
"If the rabbit is rough, then Gary is not sad.",0,"If it is rough, then it will be the rabbit. "
Charlie is not smart or the lion is not poor.,0,
"If Alan is not thin, then the bald eagle is strong.",0,"If it is not thin, then it will be Alan. "
"If Alan is not thin, then the bald eagle is strong.",0,"If it is not thin, then it will be Alan. "
Harry is not small or the dog is slow.,1,"If it is the dog, then it will be not Harry."
"If the bald eagle is poor, then the squirrel is angry.",0,
"If the bald eagle is poor, then the squirrel is angry.",0,
"If the bald eagle is poor, then the squirrel is angry.",0,"If it is the bald eagle, then it will be not poor. "
Dave is beautiful or the snake is tiny.,1,"If it is not beautiful, then it will be not Dave."
the leopard is not tired or the bear is not rough.,1,"If it is tired, then it will be not the leopard."
"If the mouse is dull, then the crocodile is wealthy.",0,
"If the mouse is dull, then the crocodile is wealthy.",0,"If it is dull, then it will be the mouse. "
the mouse is strong and the squirrel is not big.,1,"If it is not strong, then it will be not the mouse."
"If Dave is clever, then the leopard is dull.",1,"If it is not clever, then it will be not Dave."
"If Dave is clever, then the leopard is dull.",1,"If it is not clever, then it will be not Dave."
Alan is high or Harry is not angry.,1,"If it is not high, then it will be not Alan."
"If the rabbit is not poor, then Dave is not poor.",1,"If it is poor, then it will be not the rabbit."
"If the rabbit is not poor, then Dave is not poor.",1,"If it is poor, then it will be not the rabbit."
Alan is strong or the snake is not heavy.,0,"If it is Alan, then it will be not strong. "
the mouse is slow or Dave is not strong.,0,"If it is not the mouse, then it will be slow. "
